impound_no,Animal_ID,Data_Source,Record_Type,Link,location,name,animal_type,Age,Animal_Gender,breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,picture,image_alt_text,Description ,Temperament
K19-116553,A583207,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1981586,LOST,Simba,Cat,,Male,Domestic Shorthair,Unknown,04/12/2019 12:00:00 AM,Date Lost,SE 275TH PLACE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1981586,Image Copyright HLP Inc. 2019,,
K19-116311,A582321,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1977660,LOST,Meow Meow,Cat,,Male,Domestic Shorthair,Unknown,03/31/2019 12:00:00 AM,Date Lost,190TH 32ND AVE NE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1977660,Image Copyright HLP Inc. 2019,,
K19-116202,A581974,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1975839,LOST,Bella,Dog,,Female,Yorkshire Terrier,Unknown,03/31/2019 12:00:00 AM,Date Lost,124TH AVE NE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1975839,Image Copyright HLP Inc. 2019,,
K19-116566,A583241,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1981775,LOST,Macy,Cat,,Female,Manx,Unknown,04/17/2019 12:00:00 AM,Date Lost,142ND AVE SE BELLEVUE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1981775,Image Copyright HLP Inc. 2019,,
K19-116935,A584260,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1986913,LOST,Lucky Fella,Cat,,Male,Domestic Mediumhair,Unknown,04/23/2019 12:00:00 AM,Date Lost,86TH AVE W & 226TH ST SW,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1986913,Image Copyright HLP Inc. 2019,,
K19-116722,A583711,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1983883,LOST,Marty,Cat,,Male,American Shorthair,Unknown,04/21/2019 12:00:00 AM,Date Lost,19TH AVENUE NE & NE 82ND ST,SEATTLE,WA,98115,SEATTLE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1983883,Image Copyright HLP Inc. 2019,,
K19-116792,A583815,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1984808,LOST,Doug,Cat,,Male,American Shorthair,Unknown,04/26/2019 12:00:00 AM,Date Lost,16000 SE 322ND ST,AUBURN,WA,98092,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1984808,Image Copyright HLP Inc. 2019,,
K19-116841,A584008,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1985630,LOST,Shelby,Dog,,Female,Bichon Frise,Unknown,05/01/2019 12:00:00 AM,Date Lost,3600 W MERCER WAY,MERCER ISLAND,WA,98040,MERCER ISLAND,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1985630,Image Copyright HLP Inc. 2019,,
K19-116196,A581970,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1975811,LOST,Scrappy,Dog,,Male,Brussels Griffon,Unknown,03/30/2019 12:00:00 AM,Date Lost,SE 32ND ST,BELLEV,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1975811,Image Copyright HLP Inc. 2019,,
K19-116869,A584095,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1985986,LOST,Romi,Cat,,Male,Domestic Shorthair,Unknown,04/29/2019 12:00:00 AM,Date Lost,7500 146TH AVE NE,REDMOND,WA,98052,REDMOND,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1985986,Image Copyright HLP Inc. 2019,,
K19-116623,A583466,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1982970,LOST,Girly,Cat,,Female,British Shorthair,Unknown,04/22/2019 12:00:00 AM,Date Lost,APT DD303,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1982970,Image Copyright HLP Inc. 2019,,
K19-116146,A581898,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1975376,LOST,Sammy,Cat,,Female,Domestic Shorthair,Unknown,03/29/2019 12:00:00 AM,Date Lost,4200 S 250TH ST,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1975376,Image Copyright HLP Inc. 2019,,
K19-116116,A581802,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1974767,LOST,Taz,Dog,,Male,Pomeranian,Unknown,03/27/2019 12:00:00 AM,Date Lost,18TH ST SW AND 324TH ST. SW,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1974767,Image Copyright HLP Inc. 2019,,
K19-116415,A582676,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1979071,LOST,Gracie,Dog,,Female,Norwich Terrier,Unknown,04/08/2019 12:00:00 AM,Date Lost,1000 CENTRAL AVE N,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1979071,Image Copyright HLP Inc. 2019,,
K19-117049,A584615,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1988466,LOST,Junior,Cat,,Male,American Curl Shorthair,Unknown,05/07/2019 12:00:00 AM,Date Lost,12100 SE 218TH PL,KENT,WA,98031,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1988466,Image Copyright HLP Inc. 2019,,
K19-116564,A583239,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1981716,In Public Home,,Dog,,Male,Dachshund - Long-Haired,Brown,04/18/2019 12:00:00 AM,Date Found,,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1981716,Image Copyright HLP Inc. 2019,,
K19-116486,A582904,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1980335,LOST,Snoopy,Dog,,,Standard Poodle,Unknown,04/14/2019 12:00:00 AM,Date Lost,124TH STREET SOUTHEAST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1980335,Image Copyright HLP Inc. 2019,,
K19-116516,A582969,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1980769,LOST,George,Cat,,Male,Bengal,Unknown,04/05/2019 12:00:00 AM,Date Lost,PACIFIC HWY. AND 263RD ST SOUTH,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1980769,Image Copyright HLP Inc. 2019,,
K19-116168,A581926,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1975491,In Public Home,,Dog,,Male,German Wirehaired Pointer,Brown / White,03/29/2019 12:00:00 AM,Date Found,4900 328TH WAY SE,FALL CITY,WA,98024,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1975491,Image Copyright HLP Inc. 2019,,
K19-116431,A582724,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1979321,LOST,Moonshadow,Cat,,Male,Domestic Longhair,Unknown,04/09/2019 12:00:00 AM,Date Lost,3500 W LAKE SAMMAMISH PKWY SE,BELLEVUE,WA,98008,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1979321,Image Copyright HLP Inc. 2019,,
K19-116484,A582901,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1980312,LOST,Maxine,Dog,,Female,Papillon,Unknown,04/14/2019 12:00:00 AM,Date Lost,15TH AVE NW AND NW 195TH STREET,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1980312,Image Copyright HLP Inc. 2019,,
K19-116582,A583326,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1982053,LOST,Sam Wilson,Cat,,Male,Domestic Mediumhair,Unknown,04/19/2019 12:00:00 AM,Date Lost,7300 NE 204TH PL,KENMORE,WA,98028,KENMORE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1982053,Image Copyright HLP Inc. 2019,,
K19-116539,A583102,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1981201,In Public Home,,Dog,,Male,Boston Terrier,Brown / White,04/16/2019 12:00:00 AM,Date Found,29700 39TH PL S,AUBURN,WA,98001,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1981201,Image Copyright HLP Inc. 2019,,
K19-117011,A584475,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1987973,LOST,Hershel,Dog,,Male,German Shepherd,Unknown,05/07/2019 12:00:00 AM,Date Lost,S 116TH STREET & 5TH AVENUE S,BURIEN,WA,98168,BURIEN,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1987973,Image Copyright HLP Inc. 2019,,
K19-116240,A582087,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1976456,LOST,Happy,Cat,,Male,Domestic Shorthair,Unknown,03/31/2019 12:00:00 AM,Date Lost,NE 24TH ST AND GRAHAM AVE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1976456,Image Copyright HLP Inc. 2019,,
K19-117055,A584621,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1988574,LOST,Cinnamon,Cat,,Male,Domestic Shorthair,Unknown,05/03/2019 12:00:00 AM,Date Lost,NEWPORT WAY,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1988574,Image Copyright HLP Inc. 2019,,
K19-116931,A584256,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1986858,LOST,Lily,Cat,,Female,Domestic Longhair,Unknown,05/05/2019 12:00:00 AM,Date Lost,HOME ADDRESS,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1986858,Image Copyright HLP Inc. 2019,,
K19-116549,A583175,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1981362,In Public Home,,Dog,,Male,German Shepherd,Brown / Black,04/17/2019 12:00:00 AM,Date Found,21800 SE 238TH ST,MAPLE VALLEY,WA,98038,MAPLE VALLEY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1981362,Image Copyright HLP Inc. 2019,,
K19-116627,A583473,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1983028,LOST,Clifford,Cat,,Male,Russian Blue,Unknown,04/18/2019 12:00:00 AM,Date Lost,WEST LAKE SAMMAMISH BLVD AND 181ST AVE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1983028,Image Copyright HLP Inc. 2019,,
K19-116973,A584347,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1987453,LOST,Luna,Cat,,Female,Domestic Shorthair,Unknown,05/05/2019 12:00:00 AM,Date Lost,500 E ROY ST,SEATTLE,WA,98102,SEATTLE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1987453,Image Copyright HLP Inc. 2019,,
K19-116667,A583568,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1983407,LOST,Nala,Cat,,Female,American Shorthair,Unknown,04/05/2019 12:00:00 AM,Date Lost,NE WOODINVILLE DUVALL PLACE & NE WOODINVILLE DUVALL PL,WOODINVILLE,WA,98072,WOODINVILLE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1983407,Image Copyright HLP Inc. 2019,,
K19-116427,A582685,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1979194,In Public Home,,Cat,,,Siamese,Black / Brown,04/10/2019 12:00:00 AM,Date Found,,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1979194,Image Copyright HLP Inc. 2019,,
K19-116649,A583520,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1983142,LOST,Milo,Cat,,Male,Domestic Shorthair,Unknown,04/18/2019 12:00:00 AM,Date Lost,5400 VILLAGE PARK DR SE,BELLEVUE,WA,98006,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1983142,Image Copyright HLP Inc. 2019,,
K19-116995,A584445,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1987772,LOST,Timmey,Dog,,Male,Chihuahua - Long Haired,Unknown,05/04/2019 12:00:00 AM,Date Lost,16TH AVE SW BARTON ST SEATTLE WA,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1987772,Image Copyright HLP Inc. 2019,,
K19-116370,A582514,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1978388,LOST,Misty,Dog,,Female,Rottweiler,Unknown,04/07/2019 12:00:00 AM,Date Lost,16500 237TH AVE SE,ISSAQUAH,WA,98027,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1978388,Image Copyright HLP Inc. 2019,,
K19-116939,A584263,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1986935,LOST,Meow Meow,Cat,,Male,Domestic Mediumhair,Unknown,03/31/2019 12:00:00 AM,Date Lost,190TH 32ND AVE NE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1986935,Image Copyright HLP Inc. 2019,,
K19-116477,A582863,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1980049,LOST,Royal,Cat,,Male,American Shorthair,Unknown,04/13/2019 12:00:00 AM,Date Lost,2100 N 185TH ST,SHORELINE,WA,98133,SHORELINE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1980049,Image Copyright HLP Inc. 2019,,
K19-116538,A583101,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1981199,LOST,Dunkin,Cat,,Male,Domestic Mediumhair,Unknown,04/15/2019 12:00:00 AM,Date Lost,137TH ST AND 242ND CT. (PATRICK'S FAIRE),,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1981199,Image Copyright HLP Inc. 2019,,
K19-116556,A583215,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1981610,In Public Home,,Dog,,Male,Scottish Terrier,Black / Black,04/17/2019 12:00:00 AM,Date Found,NE 98TH CT AND 166TH AVE NE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1981610,Image Copyright HLP Inc. 2019,,
K19-116288,A582215,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1977186,LOST,Spot,Dog,,Male,American Bulldog,Unknown,04/04/2019 12:00:00 AM,Date Lost,YESLER WAY BRIDGE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1977186,Image Copyright HLP Inc. 2019,,
K19-116480,A582896,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1980272,In Public Home,,Dog,,Female,Shih Tzu,White / Unknown,04/13/2019 12:00:00 AM,Date Found,DES MOINES MEMORIAL DR SOUTH,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1980272,Image Copyright HLP Inc. 2019,,
K19-117034,A584542,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1988272,In Public Home,,Cat,,Male,Bengal,Black,04/29/2019 12:00:00 AM,Date Found,,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1988272,Image Copyright HLP Inc. 2019,,
K19-116665,A583566,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1983372,LOST,Scooter,Dog,,Male,Shih Tzu,Unknown,04/22/2019 12:00:00 AM,Date Lost,23500 SE 8TH ST,SAMMAMISH,WA,98074,SAMMAMISH,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1983372,Image Copyright HLP Inc. 2019,,
K19-116888,A584141,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1986153,LOST,Emmett,Cat,,Male,Domestic Shorthair,Unknown,05/02/2019 12:00:00 AM,Date Lost,PHINNEY AVE N & N 90TH STREET,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1986153,Image Copyright HLP Inc. 2019,,
K19-116241,A582091,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1976492,LOST,Snickerdoodl,Cat,,Male,American Shorthair,Unknown,04/02/2019 12:00:00 AM,Date Lost,17600 134TH AVE SE,RENTON,WA,98058,KING COUNTY,47.445176,-122.161231,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1976492,Image Copyright HLP Inc. 2019,,
K19-116786,A583810,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1984614,LOST,Friday,Cat,,Female,Pixiebob Shorthair,Unknown,04/26/2019 12:00:00 AM,Date Lost,13200 158TH AVE SE,RENTON,WA,98059,KING COUNTY,47.484221,-122.13018,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1984614,Image Copyright HLP Inc. 2019,,
K19-116325,A582349,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1977843,In Public Home,,Dog,,Male,Jack Russell Terrier,White / Black,04/06/2019 12:00:00 AM,Date Found,2800 S 138TH ST,SEATAC,WA,98168,SEATAC,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1977843,Image Copyright HLP Inc. 2019,,
K19-116438,A582730,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1979409,In Public Home,,Dog,,,Labrador Retriever,Black,04/11/2019 12:00:00 AM,Date Found,356TH AVE,FEDERA,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1979409,Image Copyright HLP Inc. 2019,,
K19-116554,A583213,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1981608,LOST,Coco,Dog,,Male,Shih Tzu,Unknown,04/18/2019 12:00:00 AM,Date Lost,TRLR 61,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1981608,Image Copyright HLP Inc. 2019,,
K19-116390,A582601,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1978684,LOST,Bella,Dog,,Female,Maltese,Unknown,04/08/2019 12:00:00 AM,Date Lost,29TH AVENUE S & S 144TH ST,SEATAC,WA,98168,SEATAC,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1978684,Image Copyright HLP Inc. 2019,,
